# ICS Core 100 Hz CSV | Run: ICS_SIM_20260401_120000
# Generated: 2026-04-10T18:23:51.129714Z
# Temp compensation: LM95172 reference, per-component polynomial models
# vib_*_raw_g: T-compensated, NO kinematic correction applied
# vib_*_corr_g: T-compensated + Euler + Coriolis + R-matrix
elapsed_time_s,vib_x_raw_g,vib_y_raw_g,vib_z_raw_g,vib_x_corr_g,vib_y_corr_g,vib_z_corr_g,vib_magnitude_corr_g,vib_x_rms_g,vib_y_rms_g,vib_z_rms_g,rpm,omega_z_dps,rpm_source,drill_condition,condition_severity
25.32,-3.521751,-3.267171,-0.117342,-3.521751,-3.227695,-0.117342,4.778547,2.108263,2.038076,2.028364,149.057,894.341,adxrs645,NORMAL,1.0
25.33,1.027292,-0.417762,0.889131,1.027292,-0.438638,0.889131,1.427686,2.108848,2.021731,2.02107,146.394,878.3644,adxrs645,NORMAL,1.0
25.34,-3.331536,-3.192035,4.655812,-3.331536,-3.219557,4.655812,6.568201,2.129757,2.044461,2.065908,157.66,945.9606,adxrs645,NORMAL,1.0
25.35,2.546503,1.588428,-1.362761,2.546503,1.609118,-1.362761,3.306215,2.126273,2.047691,2.068628,150.491,902.9458,adxrs645,NORMAL,1.0
25.36,-0.491642,-0.003465,2.715002,-0.491642,0.008443,2.715002,2.75917,2.126709,2.018732,2.006856,150.286,901.7174,adxrs645,NORMAL,1.0
25.37,0.832021,1.086371,-0.346322,0.832021,1.08982,-0.346322,1.41418,2.126189,2.018693,2.001559,149.877,899.2599,adxrs645,NORMAL,1.0
25.38,1.637407,0.624507,0.090938,1.637407,0.627862,0.090938,1.756013,2.132479,2.005402,1.99074,150.696,904.1766,adxrs645,NORMAL,1.0
25.39,-1.534999,-0.234607,-2.230005,-1.534999,-0.223072,-2.230005,2.716414,2.136745,2.004447,1.978455,149.467,896.803,adxrs645,NORMAL,1.0
25.4,-0.082916,0.183667,-4.967083,-0.082916,0.193345,-4.967083,4.971536,2.131408,2.004129,2.034163,148.443,890.6584,adxrs645,NORMAL,1.0
25.41,-0.475823,-2.429068,1.030061,-0.475823,-2.432088,1.030061,2.683745,2.119148,2.014361,2.009782,148.443,890.659,adxrs645,NORMAL,1.0
25.42,1.316219,-0.880716,1.134148,1.316219,-0.880228,1.134148,1.947697,2.122331,2.008552,2.009778,150.082,900.4919,adxrs645,NORMAL,1.0
25.43,1.221011,-0.474541,3.169492,1.221011,-0.46519,3.169492,3.428258,2.12431,1.992525,2.031007,148.034,888.202,adxrs645,NORMAL,1.0
25.44,-1.497853,3.039533,-0.465215,-1.497853,3.033627,-0.465215,3.415096,2.115121,2.012043,2.028844,148.034,888.2026,adxrs645,NORMAL,1.0
25.45,-1.742149,-0.726231,-2.271125,-1.742149,-0.735244,-2.271125,2.955279,2.097033,2.012007,2.039872,150.287,901.7227,adxrs645,NORMAL,1.0
25.46,1.620757,-3.311035,2.870683,1.620757,-3.334214,2.870683,4.68878,2.092288,2.033955,2.042473,149.468,896.807,adxrs645,NORMAL,1.0
25.47,-1.933349,1.728389,0.050047,-1.933349,1.751005,0.050047,2.608901,2.094502,2.039801,2.041434,154.589,927.534,adxrs645,NORMAL,1.0
25.48,0.559464,-1.218942,0.728849,0.559464,-1.202527,0.728849,1.513371,2.091249,2.040986,2.022106,142.094,852.5621,adxrs645,NORMAL,1.0
25.49,0.278839,-3.011852,-1.988398,0.278839,-3.056651,-1.988398,3.657129,2.063095,2.030696,2.019362,153.155,918.9319,adxrs645,NORMAL,1.0
25.5,-1.117461,-1.559735,2.588161,-1.117461,-1.537564,2.588161,3.211137,2.063876,2.014389,2.035513,153.77,922.6197,adxrs645,NORMAL,1.0
25.51,0.014491,-1.608656,-1.013881,0.014491,-1.576907,-1.013881,1.87478,2.015297,2.018456,2.013932,143.733,862.396,adxrs645,NORMAL,1.0
25.52,-1.042177,-0.595085,-2.221538,-1.042177,-0.602943,-2.221538,2.526837,2.017958,1.942661,2.02183,148.854,893.1233,adxrs645,NORMAL,1.0
25.53,-1.681524,1.583756,0.382906,-1.681524,1.59489,0.382906,2.349003,2.008014,1.94917,2.006113,148.649,891.8948,adxrs645,NORMAL,1.0
25.54,-0.314721,0.005419,-0.094126,-0.314721,0.01492,-0.094126,0.328834,1.978535,1.928463,2.005689,145.577,873.4592,adxrs645,NORMAL,1.0
25.55,-0.432057,1.068318,0.915551,-0.432057,1.067046,0.915551,1.470882,1.976555,1.910729,2.003442,147.625,885.7505,adxrs645,NORMAL,1.0
25.56,-3.247224,-0.271804,-3.110987,-3.247224,-0.306171,-3.110987,4.507377,1.98784,1.910536,2.023657,146.806,880.8347,adxrs645,NORMAL,1.0
25.57,1.313097,1.585992,-1.261864,1.313097,1.544268,-1.261864,2.387737,1.954247,1.91675,2.026403,155.205,931.2278,adxrs645,NORMAL,1.0
25.58,-0.241225,-4.36225,2.00979,-0.241225,-4.375259,2.00979,4.820823,1.949719,1.963357,2.02247,152.747,916.4794,adxrs645,NORMAL,1.0
25.59,1.466202,2.376102,3.071233,1.466202,2.37399,3.071233,4.149464,1.953329,1.974421,2.033387,153.976,923.8546,adxrs645,NORMAL,1.0
25.6,-2.529056,1.834733,3.056299,-2.529056,1.866686,3.056299,4.384245,1.955934,1.958856,2.055422,151.927,911.5643,adxrs645,NORMAL,1.0
25.61,-3.087877,-0.353731,-0.750808,-3.087877,-0.324042,-0.750808,3.194323,1.979277,1.865287,2.054614,146.601,879.6083,adxrs645,NORMAL,1.0
25.62,1.767443,-4.946046,3.751893,1.767443,-4.954817,3.751893,6.461483,1.987116,1.929581,2.073399,148.445,890.6708,adxrs645,NORMAL,1.0
25.63,-0.232511,1.892728,-0.124455,-0.232511,1.899804,-0.124455,1.918021,1.98384,1.938835,2.073373,151.518,909.108,adxrs645,NORMAL,1.0
25.64,1.016779,-4.796281,-0.795205,1.016779,-4.794973,-0.795205,4.965678,1.986349,1.996672,2.043598,145.987,875.9226,adxrs645,NORMAL,1.0
25.65,1.751572,0.596554,-3.381902,1.751572,0.583429,-3.381902,3.853006,1.986556,1.99002,2.071196,151.928,911.5674,adxrs645,NORMAL,1.0
25.66,0.126912,-1.691628,-1.870714,0.126912,-1.683741,-1.870714,2.520052,1.968781,1.962654,2.049785,149.06,894.3604,adxrs645,NORMAL,1.0
25.67,-3.141976,1.27833,2.29965,-3.141976,1.267206,2.29965,4.094657,1.993685,1.965953,2.039032,148.855,893.1319,adxrs645,NORMAL,1.0
25.68,4.380557,-3.045622,1.585515,4.380557,-3.061515,1.585515,5.574586,2.034508,1.989507,2.044794,152.338,914.0275,adxrs645,NORMAL,1.0
25.69,1.721479,-1.199425,-1.895879,1.721479,-1.190938,-1.895879,2.824213,2.032972,1.991204,2.046261,151.314,907.8825,adxrs645,NORMAL,1.0
25.7,-2.243352,-1.089613,0.418655,-2.243352,-1.095903,0.418655,2.531581,2.045143,1.991391,2.044708,148.856,893.1336,adxrs645,NORMAL,1.0
25.71,2.810274,2.283858,-3.337787,2.810274,2.289293,-3.337787,4.927405,2.06386,2.004485,2.063334,153.567,921.4042,adxrs645,NORMAL,1.0
25.72,-1.629926,2.685347,-1.510601,-1.629926,2.695063,-1.510601,3.493127,2.067911,2.006634,2.067525,147.012,882.0725,adxrs645,NORMAL,1.0
25.73,-0.117598,-3.523533,2.382442,-0.117598,-3.541156,2.382442,4.269618,2.065593,2.031316,2.081206,151.929,911.5724,adxrs645,NORMAL,1.0
25.74,-3.952223,-3.394464,2.171255,-3.952223,-3.388569,2.171255,5.64064,2.098713,2.04876,2.092292,151.929,911.573,adxrs645,NORMAL,1.0
25.75,3.967364,-0.600481,-0.096831,3.967364,-0.594215,-0.096831,4.012786,2.130999,2.034318,2.084748,148.856,893.1365,adxrs645,NORMAL,1.0
25.76,1.876764,0.598082,-0.771175,1.876764,0.610907,-0.771175,2.119,2.136292,2.018754,2.082841,151.11,906.6577,adxrs645,NORMAL,1.0
25.77,-1.003093,-3.237475,0.481328,-1.003093,-3.240015,0.481328,3.425722,2.122472,2.044397,2.083388,146.603,879.6169,adxrs645,NORMAL,1.0
25.78,-0.189929,-0.904728,-2.070065,-0.189929,-0.916818,-2.070065,2.27196,2.120124,2.046159,2.083923,152.954,917.7213,adxrs645,NORMAL,1.0
25.79,-1.860795,1.277771,1.821809,-1.860795,1.293427,1.821809,2.907662,2.123765,2.046827,2.077547,149.061,894.3679,adxrs645,NORMAL,1.0
25.8,-0.675935,-0.893653,-1.763933,-0.675935,-0.904989,-1.763933,2.094601,2.039549,2.037222,2.082287,148.242,889.4518,adxrs645,NORMAL,1.0
25.81,1.935809,0.064048,0.760217,1.935809,0.060851,0.760217,2.080622,2.034562,2.027781,2.081104,153.159,918.9524,adxrs645,NORMAL,1.0
25.82,0.740735,-0.635828,-2.408074,0.740735,-0.605268,-2.408074,2.591111,2.035515,1.998281,2.079249,147.832,886.9946,adxrs645,NORMAL,1.0
25.83,-2.058402,2.330655,-1.499549,-2.058402,2.35516,-1.499549,3.468781,2.043891,2.001432,2.079847,145.989,875.9327,adxrs645,NORMAL,1.0
25.84,-0.847976,-2.344114,-2.51289,-0.847976,-2.358838,-2.51289,3.549337,2.041231,2.015233,2.093289,145.374,872.2457,adxrs645,NORMAL,1.0
25.85,-1.589421,3.488965,1.359784,-1.589421,3.478784,1.359784,4.059213,2.046541,2.0379,2.097701,151.725,910.3507,adxrs645,NORMAL,1.0
25.86,-1.088577,2.237699,-0.314716,-1.088577,2.217655,-0.314716,2.490389,2.034142,2.049545,2.08815,146.194,877.1634,adxrs645,NORMAL,1.0
25.87,2.798682,4.57044,2.124649,2.798682,4.572521,2.124649,5.766689,2.053303,2.09978,2.098862,155.208,931.2481,adxrs645,NORMAL,1.0
25.88,0.195387,1.445103,0.031144,0.195387,1.446938,0.031144,1.460402,2.036298,2.098353,2.077964,143.736,862.4143,adxrs645,NORMAL,1.0
25.89,-3.794064,-1.352774,-1.96645,-3.794064,-1.38394,-1.96645,4.491897,2.046969,2.024149,2.039443,155.003,930.0203,adxrs645,NORMAL,1.0
25.9,-1.398589,3.706624,2.318923,-1.398589,3.71474,2.318923,4.597037,2.050883,2.057583,2.052546,150.906,905.4371,adxrs645,NORMAL,1.0
25.91,0.911096,1.67872,-3.910083,0.911096,1.695107,-3.910083,4.358008,2.051365,2.064554,2.089276,150.087,900.5209,adxrs645,NORMAL,1.0
25.92,1.504815,1.941763,-4.628509,1.504815,1.94537,-4.628509,5.241376,2.039041,2.070309,2.130753,148.038,888.2295,adxrs645,NORMAL,1.0
25.93,1.581398,-2.942915,-4.071109,1.581398,-2.949541,-4.071109,5.270156,2.039437,2.088518,2.166372,150.906,905.4389,adxrs645,NORMAL,1.0
25.94,2.74092,-2.08113,-1.479549,2.74092,-2.093204,-1.479549,3.75276,2.051262,2.098686,2.170936,149.882,899.2935,adxrs645,NORMAL,1.0
25.95,2.045095,-0.630799,-0.372326,2.045095,-0.637977,-0.372326,2.174409,2.06079,2.039382,2.16853,152.955,917.7322,adxrs645,NORMAL,1.0
25.96,-0.417631,0.718345,-0.467741,-0.417631,0.726127,-0.467741,0.959406,2.055945,2.040669,2.152737,150.292,901.7531,adxrs645,NORMAL,1.0
25.97,0.235854,-1.040658,0.727074,0.235854,-1.031728,0.727074,1.284027,2.046408,2.04233,2.139141,150.497,902.9829,adxrs645,NORMAL,1.0
25.98,0.648596,3.922217,-0.787903,0.648596,3.928914,-0.787903,4.05929,1.996112,2.068438,2.132873,149.063,894.379,adxrs645,NORMAL,1.0
25.99,-0.380604,0.493564,1.993141,-0.380604,0.488308,1.993141,2.087083,1.990143,2.068795,2.134048,149.883,899.2965,adxrs645,NORMAL,1.0
26.0,-2.25593,0.214057,-5.182812,-2.25593,0.235483,-5.182812,5.657403,1.98647,2.066097,2.194487,150.907,905.4432,adxrs645,NORMAL,1.0
26.01,-0.56117,2.216983,-1.500704,-0.56117,2.248405,-1.500704,2.76086,1.973153,2.078268,2.151289,144.556,867.338,adxrs645,NORMAL,1.0
26.02,0.365471,-1.093091,-1.77613,0.365471,-1.113889,-1.77613,2.128135,1.972713,2.078109,2.140301,145.991,875.9434,adxrs645,NORMAL,1.0
26.03,2.007798,-2.160266,0.60548,2.007798,-2.190499,0.60548,3.032515,1.978845,2.086907,2.141087,152.342,914.0508,adxrs645,NORMAL,1.0
26.04,0.637287,-1.760459,0.321763,0.637287,-1.760153,0.321763,1.899422,1.979492,2.087693,2.141181,150.703,904.2178,adxrs645,NORMAL,1.0
26.05,-1.932329,1.078428,-2.717701,-1.932329,1.082217,-2.717701,3.505851,1.98875,2.076749,2.154276,149.269,895.614,adxrs645,NORMAL,1.0
26.06,-0.701897,-0.522429,2.300259,-0.701897,-0.527147,2.300259,2.462059,1.958771,2.077042,2.135617,149.884,899.3028,adxrs645,NORMAL,1.0
26.07,0.289445,1.973848,1.14645,0.289445,1.979979,1.14645,2.306175,1.953936,2.081852,2.130646,150.703,904.2208,adxrs645,NORMAL,1.0
26.08,1.133261,-0.686057,2.110061,1.133261,-0.668721,2.110061,2.48673,1.922818,2.063722,2.133969,148.04,888.2412,adxrs645,NORMAL,1.0
26.09,-0.73616,-3.575335,-0.443938,-0.73616,-3.577705,-0.443938,3.679536,1.921727,2.078248,2.10195,147.426,884.5543,adxrs645,NORMAL,1.0
26.1,0.937291,-3.320735,-1.829418,0.937291,-3.320873,-1.829418,3.905571,1.9062,2.094393,2.109687,150.294,901.7651,adxrs645,NORMAL,1.0
26.11,-2.543534,1.626085,3.457681,-2.543534,1.622368,3.457681,4.588813,1.87009,2.100666,2.123761,147.221,883.3268,adxrs645,NORMAL,1.0
26.12,-0.433438,1.098646,1.044883,-0.433438,1.107963,1.044883,1.583423,1.846845,2.103397,2.122933,151.114,906.6842,adxrs645,NORMAL,1.0
26.13,3.211658,-1.34881,-0.454484,3.211658,-1.352907,-0.454484,3.514492,1.84371,2.104564,2.100117,144.763,868.5771,adxrs645,NORMAL,1.0
26.14,-0.704368,0.155784,5.176419,-0.704368,0.126555,5.176419,5.225654,1.840924,2.098375,2.162345,152.958,917.7499,adxrs645,NORMAL,1.0
26.15,0.063687,-1.766706,-2.386372,0.063687,-1.771437,-2.386372,2.972678,1.840713,2.099401,2.174449,150.91,905.4579,adxrs645,NORMAL,1.0
26.16,2.589277,-1.77612,1.371666,2.589277,-1.786441,1.371666,3.431791,1.856607,2.101965,2.157435,151.115,906.6882,adxrs645,NORMAL,1.0
26.17,-1.404971,-2.618345,1.250991,-1.404971,-2.640282,1.250991,3.241914,1.858478,2.114211,2.159545,152.754,916.5237,adxrs645,NORMAL,1.0
26.18,-1.30381,0.879396,1.032066,-1.30381,0.869673,1.032066,1.876543,1.86265,2.115433,2.160887,155.008,930.0473,adxrs645,NORMAL,1.0
26.19,1.129196,-0.554296,1.418424,1.129196,-0.512004,1.418424,1.883921,1.861355,2.116042,2.15934,152.754,916.5258,adxrs645,NORMAL,1.0
26.2,-1.907037,-5.072962,1.461249,-1.907037,-5.024981,1.461249,5.569782,1.864493,2.174887,2.143721,144.559,867.3535,adxrs645,NORMAL,1.0
26.21,0.342304,-1.261135,-3.041123,0.342304,-1.255409,-3.041123,3.307817,1.811904,2.177693,2.158396,146.198,877.1891,adxrs645,NORMAL,1.0
26.22,-4.210003,0.106964,3.408361,-4.210003,0.092138,3.408361,5.417522,1.85804,2.172061,2.184968,148.042,888.254,adxrs645,NORMAL,1.0
26.23,-0.286429,-0.746959,-0.050374,-0.286429,-0.770892,-0.050374,0.823926,1.856616,2.142808,2.17614,150.091,900.5484,adxrs645,NORMAL,1.0
26.24,4.504948,1.554369,-1.929927,4.504948,1.553814,-1.929927,5.141353,1.890113,2.14843,2.178068,151.936,911.6136,adxrs645,NORMAL,1.0
26.25,0.058098,0.687236,-2.183736,0.058098,0.693385,-2.183736,2.291912,1.890028,2.127639,2.188936,147.838,887.0274,adxrs645,NORMAL,1.0
26.26,1.569357,-1.69065,-3.123567,1.569357,-1.687013,-3.123567,3.881439,1.874436,2.094184,2.184094,150.502,903.0101,adxrs645,NORMAL,1.0
26.27,0.157392,-0.169842,-0.002113,0.157392,-0.156353,-0.002113,0.221862,1.871895,2.091367,2.162312,147.633,885.7999,adxrs645,NORMAL,1.0
26.28,-1.580782,-1.292321,2.332885,-1.580782,-1.278121,2.332885,3.09432,1.847317,2.093884,2.174313,147.838,887.0302,adxrs645,NORMAL,1.0
26.29,0.911885,-1.977944,-4.032805,0.911885,-1.968911,-4.032805,4.579483,1.843201,2.097988,2.197429,145.79,874.7373,adxrs645,NORMAL,1.0
26.3,-1.890456,0.325199,-1.30645,-1.890456,0.327373,-1.30645,2.321165,1.835926,2.085029,2.195959,147.224,883.3438,adxrs645,NORMAL,1.0
26.31,-1.467142,-1.218039,-0.150317,-1.467142,-1.214336,-0.150317,1.910422,1.838246,2.084326,2.19126,146.2,877.1978,adxrs645,NORMAL,1.0
26.32,1.622171,-0.000867,0.128051,1.622171,-0.029383,0.128051,1.627482,1.811473,2.059185,2.191266,146.61,879.6575,adxrs645,NORMAL,1.0
26.33,-0.464891,-1.032402,1.848811,-0.464891,-1.046868,1.848811,2.174893,1.809155,2.061378,2.197253,152.962,917.7698,adxrs645,NORMAL,1.0
26.34,1.534908,4.228593,1.262335,1.534908,4.200249,1.262335,4.646668,1.784828,2.078953,2.151067,147.02,882.1181,adxrs645,NORMAL,1.0
26.35,-1.030478,-1.870378,1.970227,-1.030478,-1.903044,1.970227,2.926646,1.769571,2.081434,2.155768,157.88,947.2777,adxrs645,NORMAL,1.0
26.36,-1.685016,1.674161,-1.571151,-1.685016,1.692582,-1.571151,2.858781,1.776896,2.088304,2.144367,151.528,909.167,adxrs645,NORMAL,1.0
26.37,0.721907,-2.191102,1.612461,0.721907,-2.164663,1.612461,2.794092,1.776414,2.096663,2.150142,150.503,903.0209,adxrs645,NORMAL,1.0
26.38,-2.550723,0.564363,-0.409051,-2.550723,0.56968,-0.409051,2.645382,1.787148,2.096497,2.150512,147.43,884.5805,adxrs645,NORMAL,1.0
26.39,0.210496,-0.818368,-0.866867,0.210496,-0.820583,-0.866867,1.212074,1.780668,2.097984,2.140674,151.938,911.6289,adxrs645,NORMAL,1.0
26.4,0.320031,-2.072057,-2.084222,0.320031,-2.066643,-2.084222,2.952527,1.780936,2.108049,2.092656,148.455,890.7295,adxrs645,NORMAL,1.0
26.41,-0.741359,-0.821833,-2.078818,-0.741359,-0.860559,-2.078818,2.368894,1.781844,2.09574,2.100431,150.504,903.0249,adxrs645,NORMAL,1.0
26.42,1.910985,-0.691586,-0.468666,1.910985,-0.706006,-0.468666,2.090444,1.787222,2.095081,2.097891,157.676,946.0565,adxrs645,NORMAL,1.0
26.43,-2.744943,4.283541,5.01847,-2.744943,4.294512,5.01847,7.152803,1.804051,2.138136,2.133668,149.89,899.3385,adxrs645,NORMAL,1.0
26.44,-1.613657,2.53522,-0.189846,-1.613657,2.548305,-0.189846,3.022216,1.805049,2.131792,2.133245,153.783,922.6992,adxrs645,NORMAL,1.0
26.45,3.316208,0.695249,0.206284,3.316208,0.720237,0.206284,3.399784,1.826971,2.131741,2.121222,148.046,888.2753,adxrs645,NORMAL,1.0
26.46,-5.167947,-1.816766,0.042432,-5.167947,-1.839508,0.042432,5.485733,1.891727,2.113525,2.101711,149.48,896.8825,adxrs645,NORMAL,1.0
26.47,0.410804,-2.512042,-1.506959,0.410804,-2.516638,-1.506959,2.961951,1.88227,2.121241,2.107101,155.628,933.7677,adxrs645,NORMAL,1.0
26.48,1.144435,-2.860247,0.276531,1.144435,-2.863199,0.276531,3.095822,1.884916,2.137096,2.106022,148.251,889.5076,adxrs645,NORMAL,1.0
26.49,2.55991,0.797096,0.693738,2.55991,0.777509,0.693738,2.763862,1.902015,2.116552,2.097761,155.833,934.9994,adxrs645,NORMAL,1.0
26.5,-4.177433,-1.699618,4.247845,-4.177433,-1.676313,4.247845,6.189116,1.944141,2.117605,2.124631,152.35,914.0993,adxrs645,NORMAL,1.0
26.51,-1.23901,2.614817,-1.263161,-1.23901,2.626057,-1.263161,3.166528,1.948085,2.127992,2.125967,148.662,891.9694,adxrs645,NORMAL,1.0
26.52,-0.574513,1.066198,0.208226,-0.574513,1.051071,0.208226,1.215802,1.946143,2.129732,2.11443,152.145,912.8719,adxrs645,NORMAL,1.0
26.53,0.78895,-1.692394,-2.349755,0.78895,-1.699099,-2.349755,3.005117,1.94047,2.130538,2.127102,153.17,919.0204,adxrs645,NORMAL,1.0
26.54,-1.831964,-1.100823,-0.474149,-1.831964,-1.069067,-0.474149,2.173434,1.948844,2.133218,2.12761,152.146,912.8739,adxrs645,NORMAL,1.0
26.55,2.145089,0.180622,1.002149,2.145089,0.214799,1.002149,2.377362,1.960138,2.130656,2.128,145.383,872.301,adxrs645,NORMAL,1.0
26.56,0.292835,-2.306749,0.035714,0.292835,-2.30897,0.035714,2.327739,1.933275,2.142912,2.10514,147.638,885.8266,adxrs645,NORMAL,1.0
26.57,0.270464,1.571561,-2.209896,0.270464,1.560523,-2.209896,2.718828,1.929,2.14303,2.112943,149.277,895.6637,adxrs645,NORMAL,1.0
26.58,-4.219727,0.364527,0.731789,-4.219727,0.347753,0.731789,4.296806,1.974467,2.098179,2.104635,149.892,899.3533,adxrs645,NORMAL,1.0
26.59,-0.370986,0.05795,1.817391,-0.370986,0.048688,1.817391,1.855508,1.969365,2.084711,2.090023,151.942,911.6496,adxrs645,NORMAL,1.0
26.6,-0.948868,-0.576264,0.163457,-0.948868,-0.552953,0.163457,1.110327,1.955363,2.077074,2.06762,150.302,901.8143,adxrs645,NORMAL,1.0
26.61,-2.522761,-0.314146,-0.131831,-2.522761,-0.306559,-0.131831,2.544736,1.947238,2.077047,2.066298,145.794,874.7653,adxrs645,NORMAL,1.0
26.62,3.38569,-0.616555,0.413658,3.38569,-0.640613,0.413658,3.470504,1.968534,2.0181,2.032371,150.918,905.505,adxrs645,NORMAL,1.0
26.63,1.899885,-1.732086,2.845306,1.899885,-1.747318,2.845306,3.841673,1.977544,2.016721,2.052154,151.942,911.6538,adxrs645,NORMAL,1.0
26.64,3.648079,-0.059764,-1.115654,3.648079,-0.072913,-1.115654,3.815558,2.00834,1.958903,2.053645,151.942,911.6549,adxrs645,NORMAL,1.0
26.65,3.365288,1.645563,0.169533,3.365288,1.636079,0.169533,3.745752,2.028793,1.964857,2.025679,153.377,920.2629,adxrs645,NORMAL,1.0
26.66,2.951103,2.732173,-0.695471,2.951103,2.737108,-0.695471,4.08466,2.050105,1.976672,2.018221,152.763,916.5753,adxrs645,NORMAL,1.0
26.67,0.514447,1.192979,0.059422,0.514447,1.209787,0.059422,1.315968,2.026538,1.976312,2.005085,151.328,907.9693,adxrs645,NORMAL,1.0
26.68,-2.876769,-1.940623,-2.809325,-2.876769,-1.904844,-2.809325,4.44933,1.99943,1.961725,2.018453,149.484,896.904,adxrs645,NORMAL,1.0
26.69,1.019539,-2.449652,0.397987,1.019539,-2.442023,0.397987,2.676066,1.994613,1.973275,2.009923,144.976,869.854,adxrs645,NORMAL,1.0
26.7,3.789058,2.953159,-3.80046,3.789058,2.931861,-3.80046,6.115249,2.017851,1.991925,2.04511,151.329,907.9724,adxrs645,NORMAL,1.0
26.71,-2.644861,-1.606144,-2.418004,-2.644861,-1.613755,-2.418004,3.93017,2.015614,1.985295,2.032125,150.509,903.055,adxrs645,NORMAL,1.0
26.72,-3.420784,-0.022422,1.458445,-3.420784,-0.006603,1.458445,3.718718,2.037928,1.966917,2.031744,150.919,905.5152,adxrs645,NORMAL,1.0
26.73,1.973367,-0.981428,-0.562418,1.973367,-0.95614,-0.562418,2.263779,2.047426,1.937139,2.018511,146.206,877.2352,adxrs645,NORMAL,1.0
26.74,0.735708,-0.224399,1.676716,0.735708,-0.24427,1.676716,1.847243,2.010265,1.907428,2.013792,146.821,880.9249,adxrs645,NORMAL,1.0
26.75,0.890207,-0.778384,-3.840441,0.890207,-0.799072,-3.840441,4.022434,1.972737,1.908176,2.050062,153.174,919.0442,adxrs645,NORMAL,1.0
26.76,3.100775,-1.419174,0.739617,3.100775,-1.42286,0.739617,3.490898,1.988119,1.912498,2.049946,149.485,896.9119,adxrs645,NORMAL,1.0
26.77,-3.964553,-0.023409,0.207396,-3.964553,-0.027786,0.207396,3.970071,2.024779,1.884855,2.049485,151.945,911.6685,adxrs645,NORMAL,1.0
26.78,0.307393,6.234236,-1.305511,0.307393,6.239607,-1.305511,6.382127,2.024924,1.983331,2.043179,150.1,900.6028,adxrs645,NORMAL,1.0
26.79,1.69762,1.082355,-1.403827,1.69762,1.072851,-1.403827,2.450235,2.023489,1.982014,2.039877,150.306,901.8335,adxrs645,NORMAL,1.0
26.8,1.666621,-0.339917,1.810543,1.666621,-0.335904,1.810543,2.483651,2.029216,1.980232,2.040286,152.765,916.5903,adxrs645,NORMAL,1.0
26.81,4.056529,0.311949,-0.581547,4.056529,0.324694,-0.581547,4.110845,2.060291,1.980489,2.039698,148.461,890.7686,adxrs645,NORMAL,1.0
26.82,2.175319,2.889209,-1.827165,2.175319,2.893941,-1.827165,4.055297,2.070418,2.000606,2.033658,150.306,901.8365,adxrs645,NORMAL,1.0
26.83,-0.937028,1.397242,-0.273133,-0.937028,1.405735,-0.273133,1.711349,2.06229,1.991662,2.028306,148.667,892.0002,adxrs645,NORMAL,1.0
26.84,-1.974241,1.118544,1.389121,-1.974241,1.121392,1.389121,2.66173,2.069982,1.98082,2.017468,148.872,893.2309,adxrs645,NORMAL,1.0
26.85,-0.691757,0.126915,-1.19278,-0.691757,0.120863,-1.19278,1.384145,2.06503,1.950071,2.016411,148.872,893.2319,adxrs645,NORMAL,1.0
26.86,-2.265788,-1.028309,0.152949,-2.265788,-1.029164,0.152949,2.493264,2.074569,1.940152,2.016223,150.512,903.0703,adxrs645,NORMAL,1.0
26.87,-3.051648,-0.877193,0.181702,-3.051648,-0.891284,0.181702,3.18433,2.078133,1.887605,2.00508,148.462,890.7745,adxrs645,NORMAL,1.0
26.88,2.471528,-0.646695,-2.577539,2.471528,-0.648371,-2.577539,3.6294,2.092687,1.883168,2.021577,153.586,921.5177,adxrs645,NORMAL,1.0
26.89,-0.433753,-1.17214,1.142368,-0.433753,-1.153689,1.142368,1.680519,2.058463,1.881616,2.01523,147.438,884.6279,adxrs645,NORMAL,1.0
26.9,-0.69908,-5.607789,7.637463,-0.69908,-5.605099,7.637463,9.499299,2.054896,1.927863,2.142589,149.283,895.6962,adxrs645,NORMAL,1.0
26.91,0.294534,0.184527,-3.189003,0.294534,0.162867,-3.189003,3.206714,2.053087,1.920465,2.13061,148.668,892.0081,adxrs645,NORMAL,1.0
26.92,-3.030064,-0.190234,0.695509,-3.030064,-0.208975,0.695509,3.115877,2.069863,1.910701,2.08089,154.407,926.441,adxrs645,NORMAL,1.0
26.93,1.452629,0.491243,-2.453638,1.452629,0.489335,-2.453638,2.893082,2.068919,1.888432,2.055375,150.718,904.3072,adxrs645,NORMAL,1.0
26.94,-5.181642,-0.207356,-1.104772,-5.181642,-0.184437,-1.104772,5.301317,2.115134,1.876886,2.053018,152.973,917.8352,adxrs645,NORMAL,1.0
26.95,-2.612242,1.71324,-3.259845,-2.612242,1.733449,-3.259845,4.522747,2.121369,1.883794,2.078404,145.389,872.3363,adxrs645,NORMAL,1.0
26.96,1.276514,-2.917589,0.277431,1.276514,-2.941541,0.277431,3.218559,2.124796,1.905238,2.078062,150.718,904.3103,adxrs645,NORMAL,1.0
26.97,1.932425,-0.699196,3.496502,1.932425,-0.707983,3.496502,4.057219,2.133435,1.90376,2.106018,152.768,916.6088,adxrs645,NORMAL,1.0
